time,累计流量(立方米),化学需氧量(毫克/升)监测值,化学需氧量排放量（千克）,氨氮(毫克/升)监测值,氨氮排放量(千克),总氮(毫克/升)监测值,总氮排放量(千克),总磷(毫克/升)监测值,总磷排放量(千克),累计流量(立方米).1,pH监测最小值,pH监测平均值,pH监测最大值,化学需氧量(毫克/升)监测值.1,化学需氧量排放量（千克）.1,氨氮(毫克/升)监测值.1,氨氮排放量（千克）,总氮(毫克/升)监测值.1,总氮排放量（千克）,总磷(毫克/升)监测值.1,总磷排放量（千克）,水温(摄氏度)监测最小值,水温(摄氏度)监测平均值,水温(摄氏度)监测最大值,anomaly
2024-07-27 13,1032.498,230,237.475,17,17.552,38.851,40.114,2.49,2.571,1020.923,7.128,7.128,7.128,10,10.209,0.5,0.51,7.726,7.888,0.14,0.143,25.5,25.5,25.5,
2024-07-27 12,986.422,230,226.877,17,16.769,38.851,38.323,2.49,2.456,950.041,7.141,7.141,7.141,10,9.5,0.5,0.475,7.726,7.34,0.14,0.133,25.394,25.394,25.394,
2024-07-27 11,826.014,216,178.419,17.82,14.72,37.526,30.997,2.34,1.933,591.31,7.113,7.113,7.113,10,5.913,0.55,0.325,7.548,4.463,0.12,0.071,25.341,25.341,25.341,
2024-07-27 10,915.644,216,197.779,17.82,16.317,37.526,34.36,2.34,2.143,878.902,7.164,7.164,7.164,10,8.789,0.55,0.483,7.548,6.634,0.12,0.105,25.242,25.242,25.242,
2024-07-27 09,1008.167,241,242.968,21,21.172,38.589,38.904,2.65,2.672,963.008,7.213,7.213,7.213,11,10.593,0.46,0.443,7.878,7.587,0.13,0.125,25.218,25.218,25.218,
2024-07-27 08,1000.065,241,241.016,21,21.001,38.589,38.592,2.65,2.65,962.551,7.264,7.264,7.264,11,10.588,0.46,0.443,7.878,7.583,0.13,0.125,25.216,25.216,25.216,
2024-07-27 07,996.014,211,210.159,21.37,21.285,41.419,41.254,3.01,2.998,966.298,7.323,7.323,7.323,12,11.596,0.51,0.493,8.025,7.755,0.11,0.106,25.216,25.216,25.216,
2024-07-27 06,970.498,211,204.775,21.37,20.74,41.419,40.197,3.01,2.921,979.196,7.334,7.334,7.334,12,11.75,0.51,0.499,8.025,7.858,0.11,0.108,25.241,25.241,25.241,
2024-07-27 05,975.472,206,200.947,20.06,19.568,38.606,37.659,2.86,2.79,989.97,7.323,7.323,7.323,10,9.9,0.52,0.515,7.919,7.84,0.13,0.129,25.266,25.266,25.266,
2024-07-27 04,962.154,206,198.204,20.06,19.301,38.606,37.145,2.86,2.752,957.296,7.308,7.308,7.308,10,9.573,0.52,0.498,7.919,7.581,0.13,0.124,25.267,25.267,25.267,
2024-07-27 03,942.841,230,216.853,18.96,17.876,40.827,38.493,3.11,2.932,949.684,7.314,7.314,7.314,10,9.497,0.44,0.418,7.805,7.412,0.12,0.114,25.294,25.294,25.294,
2024-07-27 02,947.169,230,217.849,18.96,17.958,40.827,38.67,3.11,2.946,957.292,7.308,7.308,7.308,10,9.573,0.44,0.421,7.805,7.472,0.12,0.115,25.322,25.322,25.322,
2024-07-27 01,954.91,226,215.81,16.72,15.966,41.975,40.082,3.1,2.96,972.094,7.281,7.281,7.281,12,11.665,0.53,0.515,7.906,7.685,0.13,0.126,25.346,25.346,25.346,
2024-07-27 00,959.515,226,216.85,16.72,16.043,41.975,40.276,3.1,2.974,978.497,7.261,7.261,7.261,12,11.742,0.53,0.519,7.906,7.736,0.13,0.127,25.401,25.401,25.401,
2024-07-26 23,970.007,244,236.682,14.04,13.619,41.716,40.465,3.11,3.017,929.208,7.222,7.222,7.222,14,13.009,0.4,0.372,8.131,7.555,0.15,0.139,25.426,25.426,25.426,
2024-07-26 22,979.449,244,238.986,14.04,13.751,41.716,40.859,3.11,3.046,946.932,7.199,7.199,7.199,14,13.257,0.4,0.379,8.131,7.7,0.15,0.142,25.479,25.479,25.479,
2024-07-26 21,965.54,226,218.212,12.74,12.301,48.563,46.89,2.67,2.578,938.211,7.139,7.139,7.139,12,11.259,0.53,0.497,8.073,7.574,0.14,0.131,25.532,25.532,25.532,
2024-07-26 20,890.97,226,201.359,12.74,11.351,48.563,43.268,2.67,2.379,993.454,7.076,7.076,7.076,12,11.921,0.53,0.527,8.073,8.02,0.14,0.139,25.582,25.582,25.582,
2024-07-26 19,969.821,232,224.998,15.66,15.187,40.973,39.736,2.47,2.395,919.819,7.071,7.071,7.071,12,11.038,0.46,0.423,8.217,7.558,0.13,0.12,25.637,25.637,25.637,
2024-07-26 18,868.018,232,201.38,15.66,13.593,40.973,35.565,2.47,2.144,834.538,7.155,7.155,7.155,12,10.014,0.46,0.384,8.217,6.857,0.13,0.108,25.711,25.711,25.711,
2024-07-26 17,857.172,225,192.864,17.03,14.598,42.236,36.204,2.45,2.1,833.74,7.148,7.148,7.148,12,10.005,0.37,0.308,8.164,6.807,0.14,0.117,25.761,25.761,25.761,
2024-07-26 16,931.244,225,209.53,17.03,15.859,42.236,39.332,2.45,2.282,838.283,7.144,7.144,7.144,12,10.059,0.37,0.31,8.164,6.844,0.14,0.117,25.764,25.764,25.764,
2024-07-26 15,976.343,230,224.559,18.13,17.701,42.016,41.022,2.71,2.646,931.99,7.139,7.139,7.139,11,10.252,0.56,0.522,8.127,7.574,0.12,0.112,25.711,25.711,25.711,
2024-07-26 14,989.214,230,227.519,18.13,17.934,42.016,41.563,2.71,2.681,959.451,7.121,7.121,7.121,11,10.554,0.56,0.537,8.127,7.797,0.12,0.115,25.634,25.634,25.634,
2024-07-26 13,985.767,299,294.744,20.73,20.435,46.939,46.271,2.83,2.79,956.908,7.153,7.153,7.153,13,12.44,0.47,0.45,7.85,7.512,0.13,0.124,25.556,25.556,25.556,
2024-07-26 12,992.015,299,296.612,20.73,20.564,46.939,46.564,2.83,2.807,983.829,7.173,7.173,7.173,13,12.79,0.47,0.462,7.85,7.723,0.13,0.128,25.505,25.505,25.505,
2024-07-26 11,675.187,224,151.242,22.51,15.198,73.111,49.364,3.01,2.032,453.571,7.238,7.238,7.238,12,5.443,0.51,0.231,7.831,3.552,0.11,0.05,25.453,25.453,25.453,
2024-07-26 10,999.103,224,223.799,22.51,22.49,73.111,73.045,3.01,3.007,965.845,7.265,7.265,7.265,12,11.59,0.51,0.493,7.831,7.564,0.11,0.106,25.453,25.453,25.453,
2024-07-26 09,990.424,210,207.989,25.06,24.82,46.504,46.059,3.24,3.209,993.988,7.281,7.281,7.281,13,12.922,0.43,0.427,8.057,8.009,0.09,0.089,25.429,25.429,25.429,
2024-07-26 08,958.134,210,201.208,25.06,24.011,46.504,44.557,3.24,3.104,956.303,7.279,7.279,7.279,13,12.432,0.43,0.411,8.057,7.705,0.09,0.086,25.426,25.426,25.426,
2024-07-26 07,997.538,219,218.461,24.98,24.919,43.341,43.234,3.62,3.611,955.775,7.294,7.294,7.294,14,13.381,0.53,0.507,8.328,7.96,0.1,0.096,25.428,25.428,25.428,
2024-07-26 06,996.715,219,218.281,24.98,24.898,43.341,43.199,3.62,3.608,983.21,7.265,7.265,7.265,14,13.765,0.53,0.521,8.328,8.188,0.1,0.098,25.455,25.455,25.455,
2024-07-26 05,987.242,237,233.976,24.57,24.257,45.48,44.9,3.23,3.189,971.708,7.278,7.278,7.278,9,8.745,0.53,0.515,7.229,7.024,0.11,0.107,25.453,25.453,25.453,
2024-07-26 04,970.663,237,230.047,24.57,23.849,45.48,44.146,3.23,3.135,952.996,7.256,7.256,7.256,9,8.577,0.53,0.505,7.229,6.889,0.11,0.105,25.454,25.454,25.454,
2024-07-26 03,962.511,256,246.403,23.23,22.359,44.559,42.889,3.35,3.224,942.738,7.264,7.264,7.264,13,12.256,0.54,0.509,6.963,6.564,0.12,0.113,25.453,25.453,25.453,
2024-07-26 02,964.686,256,246.96,23.23,22.41,44.559,42.985,3.35,3.232,998.653,7.257,7.257,7.257,13,12.982,0.54,0.539,6.963,6.954,0.12,0.12,25.454,25.454,25.454,
2024-07-26 01,965.684,244,235.627,21.87,21.12,60.15,58.086,3.11,3.003,957.062,7.212,7.212,7.212,14,13.399,0.31,0.297,6.85,6.556,0.14,0.134,25.481,25.481,25.481,
2024-07-26 00,976.322,244,238.223,21.87,21.352,60.15,58.726,3.11,3.036,993.996,7.208,7.208,7.208,14,13.916,0.31,0.308,6.85,6.809,0.14,0.139,25.507,25.507,25.507,
2024-07-25 23,1009.3,229,231.13,19.25,19.429,94.914,95.797,2.96,2.988,905.457,7.191,7.191,7.191,14,12.676,0.44,0.398,7.073,6.404,0.13,0.118,25.559,25.559,25.559,
2024-07-25 22,996.109,229,228.109,19.25,19.175,94.914,94.545,2.96,2.948,968.925,7.146,7.146,7.146,14,13.565,0.44,0.426,7.073,6.853,0.13,0.126,25.588,25.588,25.588,
2024-07-25 21,997.087,227,226.339,16.64,16.592,47.235,47.097,3.25,3.241,898.093,7.107,7.107,7.107,13,11.675,0.42,0.377,6.996,6.283,0.14,0.126,25.634,25.634,25.634,
2024-07-25 20,986.794,227,224.002,16.64,16.42,47.235,46.611,3.25,3.207,978.162,7.036,7.036,7.036,13,12.716,0.42,0.411,6.996,6.843,0.14,0.137,25.663,25.663,25.663,
2024-07-25 19,997.056,223,222.344,17.82,17.768,67.716,67.517,3.62,3.609,988.419,7,7,7,10,9.884,0.5,0.494,7.179,7.096,0.13,0.128,25.742,25.742,25.742,
2024-07-25 18,1029.145,223,229.499,17.82,18.339,67.716,69.69,3.62,3.726,1071.156,6.979,6.979,6.979,10,10.712,0.5,0.536,7.179,7.69,0.13,0.139,25.818,25.818,25.818,
2024-07-25 17,1015.528,243,246.773,16.92,17.183,71.066,72.17,3.06,3.108,987.814,7.036,7.036,7.036,10,9.878,0.5,0.494,7.005,6.92,0.12,0.119,25.892,25.892,25.892,
2024-07-25 16,771.411,243,187.453,16.92,13.052,71.066,54.821,3.06,2.361,152.368,7.036,7.036,7.036,10,1.524,0.5,0.076,7.005,1.067,0.12,0.018,25.917,25.917,25.917,
2024-07-25 15,63.275,218,13.794,18.36,1.162,85.082,5.384,3.48,0.22,703.106,7.203,7.203,7.203,8,5.625,0.61,0.429,7.133,5.015,0.13,0.091,25.912,25.912,25.912,
2024-07-25 14,927.441,218,202.182,18.36,17.028,85.082,78.909,3.48,3.227,967.822,7.041,7.041,7.041,8,7.743,0.61,0.59,7.133,6.903,0.13,0.126,25.843,25.843,25.843,
2024-07-25 13,1013.976,235,238.284,3.48,3.529,63.351,64.236,2.94,2.981,940.871,7.082,7.082,7.082,14,13.172,0.34,0.32,7.207,6.781,0.11,0.103,25.762,25.762,25.762,
2024-07-25 12,1001.494,235,235.351,6.35,6.359,63.351,63.446,0.02,0.02,938.549,7.102,7.102,7.102,14,13.14,0.34,0.319,7.207,6.764,0.11,0.103,25.686,25.686,25.686,
2024-07-25 11,1035.341,231,239.164,10.74,11.12,58.476,60.543,0.02,0.021,953.772,7.146,7.146,7.146,13,12.399,0.42,0.401,7.187,6.855,0.12,0.114,25.659,25.659,25.659,
2024-07-25 10,1050.124,231,242.579,10.74,11.278,58.476,61.407,0.02,0.021,984.96,7.159,7.159,7.159,13,12.804,0.42,0.414,7.187,7.079,0.12,0.118,25.607,25.607,25.607,
2024-07-25 09,1043.382,241,251.455,31.68,33.054,45.522,47.497,0.02,0.021,997.672,7.189,7.189,7.189,12,11.972,0.38,0.379,7.365,7.348,0.1,0.1,25.532,25.532,25.532,
2024-07-25 08,1056.178,241,254.539,31.68,33.46,45.522,48.079,0.02,0.021,981.687,7.246,7.246,7.246,12,11.78,0.38,0.373,7.365,7.23,0.1,0.098,25.533,25.533,25.533,
2024-07-25 07,1010.217,311,314.177,20.04,20.245,66.044,66.719,0.02,0.02,983.126,7.263,7.263,7.263,14,13.764,0.6,0.59,7.269,7.146,0.09,0.088,25.532,25.532,25.532,
2024-07-25 06,989.359,311,307.691,20.04,19.827,66.044,65.341,0.02,0.02,982.965,7.261,7.261,7.261,14,13.762,0.6,0.59,7.269,7.145,0.09,0.088,25.558,25.558,25.558,
2024-07-25 05,997.052,232,231.316,32.41,32.314,89.984,89.719,0.02,0.02,998.97,7.264,7.264,7.264,10,9.99,0.43,0.43,7.37,7.362,0.11,0.11,25.581,25.581,25.581,
2024-07-25 04,1009.519,232,234.208,32.41,32.719,89.984,90.841,0.02,0.02,1008.043,7.272,7.272,7.272,10,10.08,0.43,0.433,7.37,7.429,0.11,0.111,25.612,25.612,25.612,
2024-07-25 03,1015.889,224,227.559,29.24,29.705,47.136,47.885,0.02,0.02,1013.984,7.29,7.29,7.29,12,12.168,0.32,0.324,7.572,7.678,0.08,0.081,25.612,25.612,25.612,
2024-07-25 02,1020.684,224,228.633,29.24,29.845,47.136,48.111,0.02,0.02,1030.769,7.277,7.277,7.277,12,12.369,0.32,0.33,7.572,7.805,0.08,0.082,25.645,25.645,25.645,
2024-07-25 01,1035.322,226,233.983,27.96,28.948,44.536,46.109,0.02,0.021,1046.119,7.287,7.287,7.287,13,13.6,0.44,0.46,7.7,8.055,0.14,0.146,25.691,25.691,25.691,
2024-07-25 00,1042.381,226,235.578,27.96,29.145,44.536,46.423,0.02,0.021,1036.365,7.274,7.274,7.274,13,13.473,0.44,0.456,7.7,7.98,0.14,0.145,25.741,25.741,25.741,
2024-07-24 23,1029.311,239,246.005,24.74,25.465,44.038,45.329,0.02,0.021,1000.599,7.272,7.272,7.272,13,13.008,0.51,0.51,7.912,7.917,0.12,0.12,25.797,25.797,25.797,
2024-07-24 22,1009.861,239,241.357,24.74,24.984,44.038,44.472,0.02,0.02,948.129,7.242,7.242,7.242,13,12.326,0.51,0.484,7.912,7.502,0.12,0.114,25.849,25.849,25.849,
2024-07-24 21,993.046,232,230.387,22.51,22.353,42.952,42.653,0.27,0.268,980.207,7.263,7.263,7.263,12,11.762,0.48,0.47,7.917,7.76,0.14,0.137,25.898,25.898,25.898,
2024-07-24 20,964.449,232,223.752,22.51,21.71,42.952,41.425,0.27,0.26,947.85,7.271,7.271,7.271,12,11.374,0.48,0.455,7.917,7.504,0.14,0.133,25.947,25.947,25.947,
2024-07-24 19,936.225,241,225.63,22.17,20.756,41.933,39.259,3.19,2.987,941.669,7.271,7.271,7.271,16,15.067,0.8,0.753,7.874,7.415,0.13,0.122,26.024,26.024,26.024,
2024-07-24 18,943.534,241,227.392,22.17,20.918,41.933,39.565,3.19,3.01,932.493,7.262,7.262,7.262,16,14.92,0.8,0.746,7.874,7.342,0.13,0.121,26.067,26.067,26.067,
2024-07-24 17,948.728,239,226.746,18.83,17.865,43.247,41.03,3.45,3.273,957.154,7.247,7.247,7.247,11,10.529,0.58,0.555,7.794,7.46,0.15,0.144,26.113,26.113,26.113,
2024-07-24 16,788.861,239,188.538,18.83,14.854,43.247,34.116,3.45,2.722,753.811,7.21,7.21,7.21,11,8.292,0.58,0.437,7.794,5.875,0.15,0.113,26.11,26.11,26.11,
2024-07-24 15,916.208,310,284.024,16.91,15.493,42.632,39.06,3.04,2.785,872.215,7.16,7.16,7.16,11,9.594,0.43,0.375,7.731,6.743,0.13,0.113,26.083,26.083,26.083,
2024-07-24 14,911.53,310,282.574,16.91,15.414,42.632,38.86,3.04,2.771,884.885,7.08,7.08,7.08,11,9.734,0.43,0.381,7.731,6.841,0.13,0.115,26.038,26.038,26.038,
2024-07-24 13,911.458,218,198.698,22.1,20.143,44.74,40.779,3.27,2.98,926.527,7.07,7.07,7.07,9,8.339,0.29,0.269,7.813,7.239,0.12,0.111,25.991,25.991,25.991,
2024-07-24 12,973.005,218,212.115,22.1,21.503,44.74,43.532,3.27,3.182,975.24,7.041,7.041,7.041,9,8.777,0.29,0.283,7.813,7.62,0.12,0.117,25.936,25.936,25.936,
2024-07-24 11,921.191,252,232.14,24.44,22.514,79.455,73.193,2.76,2.542,875.804,7.063,7.063,7.063,15,13.137,0.98,0.858,7.843,6.869,0.19,0.166,25.785,25.785,25.785,
2024-07-24 10,829.167,243,201.488,7.86,6.517,59.937,49.698,3.5,2.902,863.638,7.057,7.057,7.057,11,9.5,0.38,0.328,8.11,7.004,0.11,0.095,25.629,25.629,25.629,
2024-07-24 09,908.041,319,289.665,32.61,29.611,99.468,90.321,3.34,3.033,884.377,7.125,7.125,7.125,11,9.728,0.43,0.38,6.982,6.175,0.12,0.106,25.524,25.524,25.524,
2024-07-24 08,854.551,319,272.602,32.61,27.867,99.468,85,3.34,2.854,876.169,7.187,7.187,7.187,11,9.638,0.43,0.377,6.982,6.117,0.12,0.105,25.448,25.448,25.448,
2024-07-24 07,849.837,245,208.21,33.81,28.733,51.578,43.833,3.85,3.272,872.211,7.195,7.195,7.195,9,7.85,0.47,0.41,6.511,5.679,0.11,0.096,25.428,25.428,25.428,
2024-07-24 06,889.318,245,217.883,33.81,30.068,51.578,45.869,3.85,3.424,871.514,7.192,7.192,7.192,9,7.844,0.47,0.41,6.511,5.674,0.11,0.096,25.429,25.429,25.429,
2024-07-24 05,892.981,250,223.245,22.22,19.842,43.707,39.03,2.92,2.608,873.288,7.198,7.198,7.198,11,9.606,0.51,0.445,6.346,5.542,0.13,0.114,25.452,25.452,25.452,
2024-07-24 04,925.709,250,231.427,22.22,20.569,43.707,40.46,2.92,2.703,872.9,7.179,7.179,7.179,11,9.602,0.51,0.445,6.346,5.539,0.13,0.113,25.456,25.456,25.456,
2024-07-24 03,920.44,253,232.871,32.22,29.657,44.157,40.644,3.48,3.203,871.312,7.175,7.175,7.175,13,11.327,0.52,0.453,6.218,5.418,0.12,0.105,25.453,25.453,25.453,
2024-07-24 02,922.127,253,233.298,32.22,29.711,44.157,40.718,3.48,3.209,881.609,7.178,7.178,7.178,13,11.461,0.52,0.458,6.218,5.482,0.12,0.106,25.453,25.453,25.453,
2024-07-24 01,927.637,243,225.416,23.7,21.985,45.074,41.812,3.45,3.2,888.853,7.169,7.169,7.169,11,9.777,0.54,0.48,6.091,5.414,0.14,0.124,25.451,25.451,25.451,
2024-07-24 00,932.586,243,226.618,23.7,22.102,45.074,42.035,3.45,3.217,903.261,7.149,7.149,7.149,11,9.936,0.54,0.488,6.091,5.502,0.14,0.126,25.477,25.477,25.477,
2024-07-23 23,945.744,240,226.979,24.37,23.048,43.469,41.111,2.93,2.771,934.075,7.164,7.164,7.164,11,10.275,0.69,0.645,6.06,5.66,0.13,0.121,25.503,25.503,25.503,
2024-07-23 22,957.356,240,229.765,24.37,23.331,43.469,41.615,2.93,2.805,923.781,7.114,7.114,7.114,11,10.162,0.69,0.637,6.06,5.598,0.13,0.12,25.528,25.528,25.528,
2024-07-23 21,975.105,234,228.175,24.77,24.153,45.466,44.334,2.75,2.682,943.119,7.111,7.111,7.111,11,10.374,0.61,0.575,6.293,5.935,0.14,0.132,25.531,25.531,25.531,
2024-07-23 20,973.224,234,227.734,24.77,24.107,45.466,44.249,2.75,2.676,963.815,7.101,7.101,7.101,11,10.602,0.61,0.588,6.293,6.065,0.14,0.135,25.578,25.578,25.578,
2024-07-23 19,993.572,239,237.464,16.82,16.712,45.167,44.877,2.85,2.832,970.057,7.091,7.091,7.091,16,15.521,0.44,0.427,6.621,6.423,0.15,0.146,25.63,25.63,25.63,
2024-07-23 18,1025.799,239,245.166,16.82,17.254,45.167,46.332,2.85,2.924,976.572,7.052,7.052,7.052,16,15.625,0.44,0.43,6.621,6.466,0.15,0.146,25.679,25.679,25.679,
2024-07-23 17,1034.765,280,289.734,6.06,6.271,44.012,45.542,3.24,3.353,993.066,7.021,7.021,7.021,9,8.938,0.69,0.685,6.52,6.475,0.16,0.159,25.699,25.699,25.699,
2024-07-23 16,876.803,280,245.505,6.06,5.313,44.012,38.59,3.24,2.841,911.363,6.991,6.991,6.991,9,8.202,0.69,0.629,6.52,5.942,0.16,0.146,25.747,25.747,25.747,
2024-07-23 15,795.573,241,191.733,4.1,3.262,43.603,34.689,2.98,2.371,880.078,7.025,7.025,7.025,10,8.801,0.5,0.44,6.57,5.782,0.14,0.123,25.671,25.671,25.671,
2024-07-23 14,959.016,241,231.123,4.1,3.932,43.603,41.816,2.98,2.858,987.732,6.954,6.954,6.954,10,9.877,0.5,0.494,6.57,6.489,0.14,0.138,25.698,25.698,25.698,
2024-07-23 13,954.944,237,226.322,16.63,15.881,44.724,42.709,3.14,2.999,937.77,6.999,6.999,6.999,11,10.315,0.53,0.497,6.619,6.207,0.13,0.122,25.646,25.646,25.646,
2024-07-23 12,945.972,237,224.195,16.63,15.732,44.724,42.308,3.14,2.97,926.321,7.025,7.025,7.025,11,10.19,0.53,0.491,6.619,6.131,0.13,0.12,25.543,25.543,25.543,
2024-07-23 11,958.797,247,236.823,31.45,30.154,44.632,42.793,3.08,2.953,922.2,7.052,7.052,7.052,11,10.144,0.45,0.415,6.676,6.157,0.12,0.111,25.469,25.469,25.469,
2024-07-23 10,975.157,247,240.864,31.45,30.669,44.632,43.523,3.08,3.003,880.928,7.134,7.134,7.134,11,9.69,0.45,0.396,6.676,5.881,0.12,0.106,25.31,25.31,25.31,
2024-07-23 09,929.297,244,226.748,30.38,28.232,40.967,38.071,2.72,2.528,904.944,7.179,7.179,7.179,12,10.859,0.96,0.869,6.872,6.219,0.1,0.09,25.182,25.182,25.182,
2024-07-23 08,934.527,244,228.025,30.38,28.391,40.967,38.285,2.72,2.542,923.393,7.236,7.236,7.236,12,11.081,0.96,0.886,6.872,6.346,0.1,0.092,25.134,25.134,25.134,
2024-07-23 07,942.002,339,319.339,26.24,24.718,42.628,40.156,3.53,3.325,934.897,7.217,7.217,7.217,13,12.154,0.62,0.58,7.11,6.647,0.11,0.103,25.134,25.134,25.134,
2024-07-23 06,948.384,339,321.502,26.24,24.886,42.628,40.428,3.53,3.348,936.978,7.206,7.206,7.206,13,12.181,0.62,0.581,7.11,6.662,0.11,0.103,25.162,25.162,25.162,
2024-07-23 05,944.453,248,234.224,31.67,29.911,40.199,37.966,3.05,2.881,932.74,7.236,7.236,7.236,10,9.327,0.59,0.55,7.194,6.71,0.13,0.121,25.162,25.162,25.162,
2024-07-23 04,935.878,248,232.098,31.67,29.639,40.199,37.621,3.05,2.854,924.385,7.22,7.22,7.22,10,9.244,0.59,0.545,7.194,6.65,0.13,0.12,25.187,25.187,25.187,
2024-07-23 03,931.747,242,225.483,5.65,5.264,44.119,41.108,3.61,3.364,922.308,7.221,7.221,7.221,10,9.223,0.31,0.286,7.146,6.591,0.11,0.101,25.214,25.214,25.214,
2024-07-23 02,922.23,242,223.18,5.65,5.211,44.119,40.688,3.61,3.329,913.174,7.227,7.227,7.227,10,9.132,0.31,0.283,7.146,6.526,0.11,0.1,25.24,25.24,25.24,
2024-07-23 01,906.564,243,220.295,26.48,24.006,43.935,39.83,3.34,3.028,894.891,7.227,7.227,7.227,10,8.949,0.47,0.421,6.881,6.158,0.1,0.089,25.294,25.294,25.294,
2024-07-23 00,889.51,243,216.151,26.48,23.554,43.935,39.081,3.34,2.971,875.318,7.222,7.222,7.222,10,8.753,0.47,0.411,6.881,6.023,0.1,0.088,25.32,25.32,25.32,
2024-07-22 23,875.61,242,211.898,14.28,12.504,44.428,38.902,3.41,2.986,780.017,7.212,7.212,7.212,11,8.58,0.48,0.374,6.941,5.414,0.12,0.094,25.349,25.349,25.349,
2024-07-22 22,876.227,242,212.047,14.28,12.513,44.428,38.929,3.41,2.988,866.22,7.189,7.189,7.189,11,9.528,0.48,0.416,6.941,6.012,0.12,0.104,25.398,25.398,25.398,
2024-07-22 21,884.833,242,214.13,13.05,11.547,46.34,41.003,3.35,2.964,875.08,7.184,7.184,7.184,11,9.626,0.48,0.42,7.011,6.135,0.11,0.096,25.449,25.449,25.449,
2024-07-22 20,901.89,242,218.257,13.05,11.77,46.34,41.794,3.35,3.021,893.518,7.156,7.156,7.156,11,9.829,0.48,0.429,7.011,6.264,0.11,0.098,25.524,25.524,25.524,
2024-07-22 19,921.335,229,210.986,22.78,20.988,47.741,43.985,3.22,2.967,914.423,7.175,7.175,7.175,11,10.059,0.57,0.521,6.837,6.252,0.14,0.128,25.571,25.571,25.571,
2024-07-22 18,950.347,229,217.629,22.78,21.649,47.741,45.371,3.22,3.06,916.51,7.175,7.175,7.175,11,10.082,0.57,0.522,6.837,6.266,0.14,0.128,25.591,25.591,25.591,
2024-07-22 17,838.759,231,193.753,22.62,18.973,51.668,43.337,3,2.516,772.439,7.189,7.189,7.189,12,9.269,0.55,0.425,7.056,5.45,0.12,0.093,25.638,25.638,25.638,
2024-07-22 16,967.854,231,223.574,22.62,21.893,51.668,50.007,3,2.904,941.344,7.161,7.161,7.161,12,11.296,0.55,0.518,7.056,6.642,0.12,0.113,25.635,25.635,25.635,
2024-07-22 15,992.171,253,251.019,20.88,20.717,59.334,58.869,3.35,3.324,1001.985,7.154,7.154,7.154,11,11.022,0.63,0.631,7.111,7.125,0.13,0.13,25.642,25.642,25.642,
2024-07-22 14,1009.266,253,255.344,20.88,21.073,59.334,59.884,3.35,3.381,1011.361,7.107,7.107,7.107,11,11.125,0.63,0.637,7.111,7.192,0.13,0.131,25.54,25.54,25.54,
2024-07-22 13,983.191,244,239.899,37.98,37.342,44.541,43.792,3.21,3.156,1003.38,7.071,7.071,7.071,16,16.054,0.58,0.582,7.178,7.202,0.12,0.12,25.436,25.436,25.436,
2024-07-22 12,1020.744,244,249.062,37.98,38.768,44.541,45.465,3.21,3.277,1018.008,7.025,7.025,7.025,16,16.288,0.58,0.59,7.178,7.307,0.12,0.122,25.385,25.385,25.385,
2024-07-22 11,1003.985,239,239.952,26.58,26.686,50.537,50.738,3.24,3.253,1008.236,6.916,6.916,6.916,9,9.074,0.38,0.383,7.13,7.189,0.14,0.141,25.255,25.255,25.255,
2024-07-22 10,946.773,239,226.279,26.58,25.165,50.537,47.847,3.24,3.068,1018.603,6.917,6.917,6.917,9,9.167,0.38,0.387,7.13,7.263,0.14,0.143,25.126,25.126,25.126,
2024-07-22 09,941.682,234,220.354,10.71,10.085,61.087,57.525,3.1,2.919,1026.534,6.938,6.938,6.938,15,15.398,0.66,0.678,7.034,7.221,0.13,0.133,25.021,25.021,25.021,
2024-07-22 08,932.647,234,218.239,10.71,9.989,61.087,56.973,3.1,2.891,1023.394,6.983,6.983,6.983,15,15.351,0.66,0.675,7.034,7.199,0.13,0.133,24.974,24.974,24.974,
2024-07-22 07,955.023,240,229.206,29.35,28.03,85.248,81.414,3.53,3.371,1013.809,7.047,7.047,7.047,12,12.166,0.65,0.659,6.99,7.087,0.11,0.112,24.948,24.948,24.948,
2024-07-22 06,1090.037,240,261.609,29.35,31.993,85.248,92.923,3.53,3.848,1025.045,7.1,7.1,7.1,12,12.301,0.65,0.666,6.99,7.165,0.11,0.113,24.921,24.921,24.921,
2024-07-22 05,1060.98,230,244.025,35.28,37.431,46.805,49.659,3.66,3.883,973.695,7.101,7.101,7.101,13,12.658,0.38,0.37,6.679,6.503,0.14,0.136,24.921,24.921,24.921,
2024-07-22 04,1023.255,230,235.349,35.28,36.1,46.805,47.893,3.66,3.745,952.109,7.09,7.09,7.09,13,12.377,0.38,0.362,6.679,6.359,0.14,0.133,24.92,24.92,24.92,
2024-07-22 03,1029.622,233,239.902,36.55,37.633,44.268,45.579,3.26,3.357,967.695,7.099,7.099,7.099,14,13.548,0.48,0.464,6.631,6.417,0.12,0.116,24.92,24.92,24.92,
2024-07-22 02,1035.67,233,241.311,36.55,37.854,44.268,45.847,3.26,3.376,969.444,7.088,7.088,7.088,14,13.572,0.48,0.465,6.631,6.428,0.12,0.116,24.893,24.893,24.893,
2024-07-22 01,1040.299,311,323.533,35.68,37.118,42.419,44.128,3.2,3.329,1000.873,7.061,7.061,7.061,11,11.01,0.42,0.42,6.502,6.508,0.13,0.13,24.92,24.92,24.92,
